dst,src
4131438,1324729
5043192,1324729
5195508,1324729
5505481,1324729
2523832,2302528
2966768,2302528
3025730,2302528
3872348,2302528
4131438,2302528
5043192,2302528
5195508,2302528
5505481,2302528
2966768,2523832
3025730,2523832
3872348,2523832
4131438,2523832
5043192,2523832
5195508,2523832
5505481,2523832
3025730,2966768
3872348,2966768
4131438,2966768
5043192,2966768
5195508,2966768
5505481,2966768
3872348,3025730
4131438,3025730
5043192,3025730
5195508,3025730
5505481,3025730
4131438,3872348
5043192,3872348
5195508,3872348
5505481,3872348
5043192,4131438
5195508,4131438
5505481,4131438
5195508,5043192
5505481,5043192
5505481,5195508
1679792,519022
1764970,519022
2162270,519022
2256290,519022
2681719,519022
2944327,519022
3087077,519022
3394004,519022
4467592,519022
5140779,519022
1764970,1679792
2162270,1679792
2256290,1679792
2681719,1679792
2944327,1679792
3087077,1679792
3394004,1679792
4467592,1679792
5140779,1679792
2162270,1764970
2256290,1764970
2681719,1764970
2944327,1764970
3087077,1764970
3394004,1764970
4467592,1764970
5140779,1764970
2256290,2162270
2681719,2162270
2944327,2162270
3087077,2162270
3394004,2162270
4467592,2162270
5140779,2162270
2681719,2256290
2944327,2256290
3087077,2256290
3394004,2256290
4467592,2256290
5140779,2256290
2944327,2681719
3087077,2681719
3394004,2681719
4467592,2681719
5140779,2681719
3087077,2944327
3394004,2944327
4467592,2944327
5140779,2944327
3394004,3087077
4467592,3087077
5140779,3087077
4467592,3394004
5140779,3394004
5140779,4467592
3211958,519741
2488033,519867
2567691,519867
3116758,519867
3400944,519867
3728238,519867
5232792,519867
2567691,2488033
3116758,2488033
3400944,2488033
3728238,2488033
5232792,2488033
3116758,2567691
3400944,2567691
3728238,2567691
5232792,2567691
3400944,3116758
3728238,3116758
5232792,3116758
3728238,3400944
5232792,3400944
5232792,3728238
5116392,520041
990321,520302
1697025,520302
1702574,520302
4126474,520302
4196538,520302
1697025,990321
1702574,990321
4126474,990321
4196538,990321
1702574,1697025
4126474,1697025
4196538,1697025
4126474,1702574
4196538,1702574
4196538,4126474
1384381,520601
3674642,520601
4298129,520601
5179133,520601
3674642,1384381
4298129,1384381
5179133,1384381
4298129,3674642
5179133,3674642
5179133,4298129
748019,521238
2050339,521238
2996092,521238
2050339,748019
2996092,748019
2996092,2050339
606722,522758
980492,522758
2091067,522758
2613140,522758
2744632,522758
3217093,522758
4455470,522758
4490356,522758
4671097,522758
980492,606722
2091067,606722
2613140,606722
2744632,606722
3217093,606722
4455470,606722
4490356,606722
4671097,606722
2091067,980492
2613140,980492
2744632,980492
3217093,980492
4455470,980492
4490356,980492
4671097,980492
2613140,2091067
2744632,2091067
3217093,2091067
4455470,2091067
4490356,2091067
4671097,2091067
2744632,2613140
3217093,2613140
4455470,2613140
4490356,2613140
4671097,2613140
3217093,2744632
4455470,2744632
4490356,2744632
4671097,2744632
4455470,3217093
4490356,3217093
4671097,3217093
4490356,4455470
4671097,4455470
4671097,4490356
1296339,523180
4881663,523180
4881663,1296339
3726103,524270
909289,525200
1684522,525200
1845565,525200
2123996,525200
2226591,525200
2263651,525200
2395842,525200
2906782,525200
4593675,525200
4905983,525200
5114088,525200
5417038,525200
5523445,525200
5568678,525200
1684522,909289
1845565,909289
2123996,909289
2226591,909289
2263651,909289
2395842,909289
2906782,909289
4593675,909289
4905983,909289
5114088,909289
5417038,909289
5523445,909289
5568678,909289
1845565,1684522
2123996,1684522
2226591,1684522
2263651,1684522
2395842,1684522
2906782,1684522
4593675,1684522
4905983,1684522
5114088,1684522
5417038,1684522
5523445,1684522
5568678,1684522
2123996,1845565
2226591,1845565
2263651,1845565
2395842,1845565
2906782,1845565
4593675,1845565
4905983,1845565
5114088,1845565
5417038,1845565
5523445,1845565
5568678,1845565
2226591,2123996
2263651,2123996
2395842,2123996
2906782,2123996
4593675,2123996
4905983,2123996
5114088,2123996
5417038,2123996
5523445,2123996
5568678,2123996
2263651,2226591
2395842,2226591
2906782,2226591
4593675,2226591
4905983,2226591
5114088,2226591
5417038,2226591
5523445,2226591
5568678,2226591
2395842,2263651
2906782,2263651
4593675,2263651
4905983,2263651
5114088,2263651
5417038,2263651
5523445,2263651
5568678,2263651
2906782,2395842
4593675,2395842
4905983,2395842
5114088,2395842
5417038,2395842
5523445,2395842
5568678,2395842
4593675,2906782
4905983,2906782
5114088,2906782
5417038,2906782
5523445,2906782
5568678,2906782
4905983,4593675
5114088,4593675
5417038,4593675
5523445,4593675
5568678,4593675
5114088,4905983
5417038,4905983
5523445,4905983
5568678,4905983
5417038,5114088
5523445,5114088
5568678,5114088
5523445,5417038
5568678,5417038
5568678,5523445
2942670,529714
4327864,529714
5325364,529714
4327864,2942670
5325364,2942670
5325364,4327864
1205681,530894
2089712,530894
3124833,530894
3498614,530894
3977836,530894
4763155,530894
2089712,1205681
3124833,1205681
3498614,1205681
3977836,1205681
4763155,1205681
3124833,2089712
3498614,2089712
3977836,2089712
4763155,2089712
3498614,3124833
3977836,3124833
4763155,3124833
3977836,3498614
4763155,3498614
4763155,3977836
3076665,532485
4182241,532485
4182241,3076665
572896,534950
709651,534950
1150091,534950
1530625,534950
2553143,534950
709651,572896
1150091,572896
1530625,572896
2553143,572896
1150091,709651
1530625,709651
2553143,709651
1530625,1150091
2553143,1150091
2553143,1530625
1695295,538396
1087838,540860
2552796,540860
3435280,540860
5037725,540860
2552796,1087838
3435280,1087838
5037725,1087838
3435280,2552796
5037725,2552796
5037725,3435280
2208314,543910
2287467,543910
4272898,543910
5325857,543910
5489853,543910
2287467,2208314
4272898,2208314
5325857,2208314
5489853,2208314
4272898,2287467
5325857,2287467
5489853,2287467
5325857,4272898
5489853,4272898
5489853,5325857
1982177,544303
3420526,544303
3420526,1982177
764614,545216
2338564,545216
5321194,545216
2338564,764614
5321194,764614
5321194,2338564
1376035,545956
4115148,545956
4506456,545956
4544413,545956
5154732,545956
4115148,1376035
4506456,1376035
4544413,1376035
5154732,1376035
4506456,4115148
4544413,4115148
5154732,4115148
4544413,4506456
5154732,4506456
5154732,4544413
1028811,548000
1056035,548000
2382567,548000
2546720,548000
2719854,548000
2858394,548000
4264345,548000
1056035,1028811
2382567,1028811
2546720,1028811
2719854,1028811
2858394,1028811
4264345,1028811
2382567,1056035
2546720,1056035
2719854,1056035
2858394,1056035
4264345,1056035
2546720,2382567
2719854,2382567
2858394,2382567
4264345,2382567
2719854,2546720
2858394,2546720
4264345,2546720
2858394,2719854
4264345,2719854
4264345,2858394
580712,551341
829207,551341
1415265,551341
1478525,551341
1546624,551341
1791270,551341
2027781,551341
2313239,551341
2455431,551341
2626612,551341
2802904,551341
3451197,551341
3762409,551341
4313819,551341
5256020,551341
829207,580712
1415265,580712
1478525,580712
1546624,580712
1791270,580712
2027781,580712
2313239,580712
2455431,580712
2626612,580712
2802904,580712
3451197,580712
3762409,580712
4313819,580712
5256020,580712
1415265,829207
1478525,829207
1546624,829207
1791270,829207
2027781,829207
2313239,829207
2455431,829207
2626612,829207
2802904,829207
3451197,829207
3762409,829207
4313819,829207
5256020,829207
1478525,1415265
1546624,1415265
1791270,1415265
2027781,1415265
2313239,1415265
2455431,1415265
2626612,1415265
2802904,1415265
3451197,1415265
3762409,1415265
4313819,1415265
5256020,1415265
1546624,1478525
1791270,1478525
2027781,1478525
2313239,1478525
2455431,1478525
2626612,1478525
2802904,1478525
3451197,1478525
3762409,1478525
4313819,1478525
5256020,1478525
1791270,1546624
2027781,1546624
2313239,1546624
2455431,1546624
2626612,1546624
2802904,1546624
3451197,1546624
3762409,1546624
4313819,1546624
5256020,1546624
2027781,1791270
2313239,1791270
2455431,1791270
2626612,1791270
2802904,1791270
3451197,1791270
3762409,1791270
4313819,1791270
5256020,1791270
2313239,2027781
2455431,2027781
2626612,2027781
2802904,2027781
3451197,2027781
3762409,2027781
4313819,2027781
5256020,2027781
2455431,2313239
2626612,2313239
2802904,2313239
3451197,2313239
3762409,2313239
4313819,2313239
5256020,2313239
2626612,2455431
2802904,2455431
3451197,2455431
3762409,2455431
4313819,2455431
5256020,2455431
2802904,2626612
3451197,2626612
3762409,2626612
4313819,2626612
5256020,2626612
3451197,2802904
3762409,2802904
4313819,2802904
5256020,2802904
3762409,3451197
4313819,3451197
5256020,3451197
4313819,3762409
5256020,3762409
5256020,4313819
2483441,558175
2993584,558175
3044441,558175
3611220,558175
4515728,558175
4866233,558175
5247033,558175
2993584,2483441
3044441,2483441
3611220,2483441
4515728,2483441
4866233,2483441
5247033,2483441
3044441,2993584
3611220,2993584
4515728,2993584
4866233,2993584
5247033,2993584
3611220,3044441
4515728,3044441
4866233,3044441
5247033,3044441
4515728,3611220
4866233,3611220
5247033,3611220
4866233,4515728
5247033,4515728
5247033,4866233
712185,558630
1721784,558630
2397185,558630
4614313,558630
5566163,558630
1721784,712185
2397185,712185
4614313,712185
5566163,712185
2397185,1721784
4614313,1721784
5566163,1721784
4614313,2397185
5566163,2397185
5566163,4614313
843172,559460
1328899,559460
2805834,559460
5605425,559460
1328899,843172
2805834,843172
5605425,843172
2805834,1328899
5605425,1328899
5605425,2805834
752289,565525
1859181,565525
3347689,565525
4486862,565525
1859181,752289
3347689,752289
4486862,752289
3347689,1859181
4486862,1859181
4486862,3347689
1660692,569001
1699473,569001
2536954,569001
3042271,569001
1699473,1660692
2536954,1660692
3042271,1660692
2536954,1699473
3042271,1699473
3042271,2536954
812503,570388
1409993,572820
1479402,572820
4180339,572820
5400708,572820
1479402,1409993
4180339,1409993
5400708,1409993
4180339,1479402
5400708,1479402
5400708,4180339
582974,575452
995354,575452
1327917,575452
2767161,575452
2906167,575452
4052515,575452
4558526,575452
4847567,575452
995354,582974
1327917,582974
2767161,582974
2906167,582974
4052515,582974
4558526,582974
4847567,582974
1327917,995354
2767161,995354
2906167,995354
4052515,995354
4558526,995354
4847567,995354
2767161,1327917
2906167,1327917
4052515,1327917
4558526,1327917
4847567,1327917
2906167,2767161
4052515,2767161
4558526,2767161
4847567,2767161
4052515,2906167
4558526,2906167
4847567,2906167
4558526,4052515
4847567,4052515
4847567,4558526
2204219,578956
3299910,578956
5393037,578956
3299910,2204219
5393037,2204219
5393037,3299910
1893420,579195
2050627,579195
4576193,579195
2050627,1893420
4576193,1893420
4576193,2050627
1746167,579396
3033895,579396
4661711,579396
3033895,1746167
4661711,1746167
4661711,3033895
1769584,580767
2318200,580767
2480695,580767
4314481,580767
4586303,580767
5541830,580767
2318200,1769584
2480695,1769584
4314481,1769584
4586303,1769584
5541830,1769584
2480695,2318200
4314481,2318200
4586303,2318200
5541830,2318200
4314481,2480695
4586303,2480695
5541830,2480695
4586303,4314481
5541830,4314481
5541830,4586303
1193366,582066
1253318,582066
1551598,582066
1638881,582066
2405571,582066
3832749,582066
5301044,582066
1253318,1193366
1551598,1193366
1638881,1193366
2405571,1193366
3832749,1193366
5301044,1193366
1551598,1253318
1638881,1253318
2405571,1253318
3832749,1253318
5301044,1253318
1638881,1551598
2405571,1551598
3832749,1551598
5301044,1551598
2405571,1638881
3832749,1638881
5301044,1638881
3832749,2405571
5301044,2405571
5301044,3832749
922510,584062
961850,584062
1026436,584062
1117853,584062
1321101,584062
1430182,584062
1480840,584062
1655456,584062
2020925,584062
2400981,584062
2491663,584062
3117393,584062
3570468,584062
3681287,584062
3746208,584062
3774819,584062
3896205,584062
3897498,584062
4255870,584062
4720177,584062
4781728,584062
4781739,584062
4838768,584062
4948727,584062
5539780,584062
961850,922510
1026436,922510
1117853,922510
1321101,922510
1430182,922510
1480840,922510
1655456,922510
2020925,922510
2400981,922510
2491663,922510
3117393,922510
3570468,922510
3681287,922510
3746208,922510
3774819,922510
3896205,922510
3897498,922510
4255870,922510
4720177,922510
4781728,922510
4781739,922510
4838768,922510
4948727,922510
5539780,922510
1026436,961850
1117853,961850
1321101,961850
1430182,961850
1480840,961850
1655456,961850
2020925,961850
2400981,961850
2491663,961850
3117393,961850
3570468,961850
3681287,961850
3746208,961850
3774819,961850
3896205,961850
3897498,961850
4255870,961850
4720177,961850
4781728,961850
4781739,961850
4838768,961850
4948727,961850
5539780,961850
1117853,1026436
1321101,1026436
1430182,1026436
1480840,1026436
1655456,1026436
2020925,1026436
2400981,1026436
2491663,1026436
3117393,1026436
3570468,1026436
3681287,1026436
3746208,1026436
3774819,1026436
3896205,1026436
3897498,1026436
4255870,1026436
4720177,1026436
4781728,1026436
4781739,1026436
4838768,1026436
4948727,1026436
5539780,1026436
1321101,1117853
1430182,1117853
1480840,1117853
1655456,1117853
2020925,1117853
2400981,1117853
2491663,1117853
3117393,1117853
3570468,1117853
3681287,1117853
3746208,1117853
3774819,1117853
3896205,1117853
3897498,1117853
4255870,1117853
4720177,1117853
4781728,1117853
4781739,1117853
4838768,1117853
4948727,1117853
5539780,1117853
1430182,1321101
1480840,1321101
1655456,1321101
2020925,1321101
2400981,1321101
2491663,1321101
3117393,1321101
3570468,1321101
3681287,1321101
3746208,1321101
3774819,1321101
3896205,1321101
3897498,1321101
4255870,1321101
4720177,1321101
4781728,1321101
4781739,1321101
4838768,1321101
4948727,1321101
5539780,1321101
1480840,1430182
1655456,1430182
2020925,1430182
2400981,1430182
2491663,1430182
3117393,1430182
3570468,1430182
3681287,1430182
3746208,1430182
3774819,1430182
3896205,1430182
3897498,1430182
4255870,1430182
4720177,1430182
4781728,1430182
4781739,1430182
4838768,1430182
4948727,1430182
5539780,1430182
1655456,1480840
2020925,1480840
2400981,1480840
2491663,1480840
3117393,1480840
3570468,1480840
3681287,1480840
3746208,1480840
3774819,1480840
3896205,1480840
3897498,1480840
4255870,1480840
4720177,1480840
4781728,1480840
4781739,1480840
4838768,1480840
4948727,1480840
5539780,1480840
2020925,1655456
2400981,1655456
2491663,1655456
3117393,1655456
3570468,1655456
3681287,1655456
3746208,1655456
3774819,1655456
3896205,1655456
3897498,1655456
4255870,1655456
4720177,1655456
4781728,1655456
4781739,1655456
4838768,1655456
4948727,1655456
5539780,1655456
2400981,2020925
2491663,2020925
3117393,2020925
3570468,2020925
3681287,2020925
3746208,2020925
3774819,2020925
3896205,2020925
3897498,2020925
4255870,2020925
4720177,2020925
4781728,2020925
4781739,2020925
4838768,2020925
4948727,2020925
5539780,2020925
2491663,2400981
3117393,2400981
3570468,2400981
3681287,2400981
3746208,2400981
3774819,2400981
3896205,2400981
3897498,2400981
4255870,2400981
4720177,2400981
4781728,2400981
4781739,2400981
4838768,2400981
4948727,2400981
5539780,2400981
3117393,2491663
3570468,2491663
3681287,2491663
3746208,2491663
3774819,2491663
3896205,2491663
3897498,2491663
4255870,2491663
4720177,2491663
4781728,2491663
4781739,2491663
4838768,2491663
4948727,2491663
5539780,2491663
3570468,3117393
3681287,3117393
3746208,3117393
3774819,3117393
3896205,3117393
3897498,3117393
4255870,3117393
4720177,3117393
4781728,3117393
4781739,3117393
4838768,3117393
4948727,3117393
5539780,3117393
3681287,3570468
3746208,3570468
3774819,3570468
3896205,3570468
3897498,3570468
4255870,3570468
4720177,3570468
4781728,3570468
4781739,3570468
4838768,3570468
4948727,3570468
5539780,3570468
3746208,3681287
3774819,3681287
3896205,3681287
3897498,3681287
4255870,3681287
4720177,3681287
4781728,3681287
4781739,3681287
4838768,3681287
4948727,3681287
5539780,3681287
3774819,3746208
3896205,3746208
3897498,3746208
4255870,3746208
4720177,3746208
4781728,3746208
4781739,3746208
4838768,3746208
4948727,3746208
5539780,3746208
3896205,3774819
3897498,3774819
4255870,3774819
4720177,3774819
4781728,3774819
4781739,3774819
4838768,3774819
4948727,3774819
5539780,3774819
3897498,3896205
4255870,3896205
4720177,3896205
4781728,3896205
4781739,3896205
4838768,3896205
4948727,3896205
5539780,3896205
4255870,3897498
4720177,3897498
4781728,3897498
4781739,3897498
4838768,3897498
4948727,3897498
5539780,3897498
4720177,4255870
4781728,4255870
4781739,4255870
4838768,4255870
4948727,4255870
5539780,4255870
4781728,4720177
4781739,4720177
4838768,4720177
4948727,4720177
5539780,4720177
4781739,4781728
4838768,4781728
4948727,4781728
5539780,4781728
4838768,4781739
4948727,4781739
5539780,4781739
4948727,4838768
5539780,4838768
5539780,4948727
1361534,584371
2499241,586609
2846023,586609
2910767,586609
3892527,586609
3937619,586609
4507050,586609
4514280,586609
2846023,2499241
2910767,2499241
3892527,2499241
3937619,2499241
4507050,2499241
4514280,2499241
2910767,2846023
3892527,2846023
3937619,2846023
4507050,2846023
4514280,2846023
3892527,2910767
3937619,2910767
4507050,2910767
4514280,2910767
3937619,3892527
4507050,3892527
4514280,3892527
4507050,3937619
4514280,3937619
4514280,4507050
1537150,589960
4769775,589960
4769775,1537150
730990,590261
3543261,590261
3722439,590261
3867160,590261
4688218,590261
3543261,730990
3722439,730990
3867160,730990
4688218,730990
3722439,3543261
3867160,3543261
4688218,3543261
3867160,3722439
4688218,3722439
4688218,3867160
622459,590748
672530,590748
1407986,590748
2603998,590748
4385758,590748
4539237,590748
672530,622459
1407986,622459
2603998,622459
4385758,622459
4539237,622459
1407986,672530
2603998,672530
4385758,672530
4539237,672530
2603998,1407986
4385758,1407986
4539237,1407986
4385758,2603998
4539237,2603998
4539237,4385758
671873,592603
686658,592603
1018462,592603
1996041,592603
3347741,592603
686658,671873
1018462,671873
1996041,671873
3347741,671873
1018462,686658
1996041,686658
3347741,686658
1996041,1018462
3347741,1018462
3347741,1996041
653426,594503
865158,594503
1201559,594503
1245708,594503
2894575,594503
4851210,594503
5067798,594503
5251498,594503
865158,653426
1201559,653426
1245708,653426
2894575,653426
4851210,653426
5067798,653426
5251498,653426
1201559,865158
1245708,865158
2894575,865158
4851210,865158
5067798,865158
5251498,865158
1245708,1201559
2894575,1201559
4851210,1201559
5067798,1201559
5251498,1201559
2894575,1245708
4851210,1245708
5067798,1245708
5251498,1245708
4851210,2894575
5067798,2894575
5251498,2894575
5067798,4851210
5251498,4851210
5251498,5067798
640238,597020
966935,597020
1739888,597020
1926900,597020
2182689,597020
3099131,597020
3373127,597020
3655469,597020
3723921,597020
3821487,597020
3972372,597020
4341319,597020
4490782,597020
5197574,597020
966935,640238
1739888,640238
1926900,640238
2182689,640238
3099131,640238
3373127,640238
3655469,640238
3723921,640238
3821487,640238
3972372,640238
4341319,640238
4490782,640238
5197574,640238
1739888,966935
1926900,966935
2182689,966935
3099131,966935
3373127,966935
3655469,966935
3723921,966935
3821487,966935
3972372,966935
4341319,966935
4490782,966935
5197574,966935
1926900,1739888
2182689,1739888
3099131,1739888
3373127,1739888
3655469,1739888
3723921,1739888
3821487,1739888
3972372,1739888
4341319,1739888
4490782,1739888
5197574,1739888
2182689,1926900
3099131,1926900
3373127,1926900
3655469,1926900
3723921,1926900
3821487,1926900
3972372,1926900
4341319,1926900
4490782,1926900
5197574,1926900
3099131,2182689
3373127,2182689
3655469,2182689
3723921,2182689
3821487,2182689
3972372,2182689
4341319,2182689
4490782,2182689
5197574,2182689
3373127,3099131
3655469,3099131
3723921,3099131
3821487,3099131
3972372,3099131
4341319,3099131
4490782,3099131
5197574,3099131
3655469,3373127
3723921,3373127
3821487,3373127
3972372,3373127
4341319,3373127
4490782,3373127
5197574,3373127
3723921,3655469
3821487,3655469
3972372,3655469
4341319,3655469
4490782,3655469
5197574,3655469
3821487,3723921
3972372,3723921
4341319,3723921
4490782,3723921
5197574,3723921
3972372,3821487
4341319,3821487
4490782,3821487
5197574,3821487
4341319,3972372
4490782,3972372
5197574,3972372
4490782,4341319
5197574,4341319
5197574,4490782
2632418,598821
3566255,598821
4400005,598821
3566255,2632418
4400005,2632418
4400005,3566255
4458432,598905
1883459,599594
3689138,599594
4165094,599594
4249823,599594
3689138,1883459
4165094,1883459
4249823,1883459
4165094,3689138
4249823,3689138
4249823,4165094
1374660,604669
2379527,604669
2465811,604669
3113535,604669
3448296,604669
3565045,604669
3716889,604669
4203440,604669
4456973,604669
4745942,604669
4762700,604669
5231066,604669
5486024,604669
5516376,604669
2379527,1374660
2465811,1374660
3113535,1374660
3448296,1374660
3565045,1374660
3716889,1374660
4203440,1374660
4456973,1374660
4745942,1374660
4762700,1374660
5231066,1374660
5486024,1374660
5516376,1374660
2465811,2379527
3113535,2379527
3448296,2379527
3565045,2379527
3716889,2379527
4203440,2379527
4456973,2379527
4745942,2379527
4762700,2379527
5231066,2379527
5486024,2379527
5516376,2379527
3113535,2465811
3448296,2465811
3565045,2465811
3716889,2465811
4203440,2465811
4456973,2465811
4745942,2465811
4762700,2465811
5231066,2465811
5486024,2465811
5516376,2465811
3448296,3113535
3565045,3113535
3716889,3113535
4203440,3113535
4456973,3113535
4745942,3113535
4762700,3113535
5231066,3113535
5486024,3113535
5516376,3113535
3565045,3448296
3716889,3448296
4203440,3448296
4456973,3448296
4745942,3448296
4762700,3448296
5231066,3448296
5486024,3448296
5516376,3448296
3716889,3565045
4203440,3565045
4456973,3565045
4745942,3565045
4762700,3565045
5231066,3565045
5486024,3565045
5516376,3565045
4203440,3716889
4456973,3716889
4745942,3716889
4762700,3716889
5231066,3716889
5486024,3716889
5516376,3716889
4456973,4203440
4745942,4203440
4762700,4203440
5231066,4203440
5486024,4203440
5516376,4203440
4745942,4456973
4762700,4456973
5231066,4456973
5486024,4456973
5516376,4456973
4762700,4745942
5231066,4745942
5486024,4745942
5516376,4745942
5231066,4762700
5486024,4762700
5516376,4762700
5486024,5231066
5516376,5231066
5516376,5486024
2080186,606502
3124851,606502
4650295,606502
4755636,606502
5478533,606502
3124851,2080186
4650295,2080186
4755636,2080186
5478533,2080186
4650295,3124851
4755636,3124851
5478533,3124851
4755636,4650295
5478533,4650295
5478533,4755636
1087214,612655
1479967,612655
1548013,612655
1666736,612655
1684435,612655
2286635,612655
2385798,612655
2780792,612655
3018400,612655
3278804,612655
3797562,612655
4039225,612655
4175001,612655
5232566,612655
1479967,1087214
1548013,1087214
1666736,1087214
1684435,1087214
2286635,1087214
2385798,1087214
2780792,1087214
3018400,1087214
3278804,1087214
3797562,1087214
4039225,1087214
4175001,1087214
5232566,1087214
1548013,1479967
1666736,1479967
1684435,1479967
2286635,1479967
2385798,1479967
2780792,1479967
3018400,1479967
3278804,1479967
3797562,1479967
4039225,1479967
4175001,1479967
5232566,1479967
1666736,1548013
1684435,1548013
2286635,1548013
2385798,1548013
2780792,1548013
3018400,1548013
3278804,1548013
3797562,1548013
4039225,1548013
4175001,1548013
5232566,1548013
1684435,1666736
2286635,1666736
2385798,1666736
2780792,1666736
3018400,1666736
3278804,1666736
3797562,1666736
4039225,1666736
4175001,1666736
5232566,1666736
2286635,1684435
2385798,1684435
2780792,1684435
3018400,1684435
3278804,1684435
3797562,1684435
4039225,1684435
4175001,1684435
5232566,1684435
2385798,2286635
2780792,2286635
3018400,2286635
3278804,2286635
3797562,2286635
4039225,2286635
4175001,2286635
5232566,2286635
2780792,2385798
3018400,2385798
3278804,2385798
3797562,2385798
4039225,2385798
4175001,2385798
5232566,2385798
3018400,2780792
3278804,2780792
3797562,2780792
4039225,2780792
4175001,2780792
5232566,2780792
3278804,3018400
3797562,3018400
4039225,3018400
4175001,3018400
5232566,3018400
3797562,3278804
4039225,3278804
4175001,3278804
5232566,3278804
4039225,3797562
4175001,3797562
5232566,3797562
4175001,4039225
5232566,4039225
5232566,4175001
1393053,613929
1618339,613929
2190380,613929
2560686,613929
3039501,613929
3747419,613929
3902294,613929
4502495,613929
1618339,1393053
2190380,1393053
2560686,1393053
3039501,1393053
3747419,1393053
3902294,1393053
4502495,1393053
2190380,1618339
2560686,1618339
3039501,1618339
3747419,1618339
3902294,1618339
4502495,1618339
2560686,2190380
3039501,2190380
3747419,2190380
3902294,2190380
4502495,2190380
3039501,2560686
3747419,2560686
3902294,2560686
4502495,2560686
3747419,3039501
3902294,3039501
4502495,3039501
3902294,3747419
4502495,3747419
4502495,3902294
1414071,618596
1455082,618596
1590308,618596
1643445,618596
1783687,618596
2331039,618596
2809881,618596
3065681,618596
3329895,618596
3890287,618596
4568826,618596
4960790,618596
5197589,618596
5603421,618596
1455082,1414071
1590308,1414071
1643445,1414071
1783687,1414071
2331039,1414071
2809881,1414071
3065681,1414071
3329895,1414071
3890287,1414071
4568826,1414071
4960790,1414071
5197589,1414071
5603421,1414071
1590308,1455082
1643445,1455082
1783687,1455082
2331039,1455082
2809881,1455082
3065681,1455082
3329895,1455082
3890287,1455082
4568826,1455082
4960790,1455082
5197589,1455082
5603421,1455082
1643445,1590308
1783687,1590308
2331039,1590308
2809881,1590308
3065681,1590308
3329895,1590308
3890287,1590308
4568826,1590308
4960790,1590308
5197589,1590308
5603421,1590308
1783687,1643445
2331039,1643445
2809881,1643445
3065681,1643445
3329895,1643445
3890287,1643445
4568826,1643445
4960790,1643445
5197589,1643445
5603421,1643445
2331039,1783687
2809881,1783687
3065681,1783687
3329895,1783687
3890287,1783687
4568826,1783687
4960790,1783687
5197589,1783687
5603421,1783687
2809881,2331039
3065681,2331039
3329895,2331039
3890287,2331039
4568826,2331039
4960790,2331039
5197589,2331039
5603421,2331039
3065681,2809881
3329895,2809881
3890287,2809881
4568826,2809881
4960790,2809881
5197589,2809881
5603421,2809881
3329895,3065681
3890287,3065681
4568826,3065681
4960790,3065681
5197589,3065681
5603421,3065681
3890287,3329895
4568826,3329895
4960790,3329895
5197589,3329895
5603421,3329895
4568826,3890287
4960790,3890287
5197589,3890287
5603421,3890287
4960790,4568826
5197589,4568826
5603421,4568826
5197589,4960790
5603421,4960790
5603421,5197589
2423874,620127
2919483,620127
4819372,620127
2919483,2423874
4819372,2423874
4819372,2919483
1684700,622870
2191643,622870
4580196,622870
2191643,1684700
4580196,1684700
4580196,2191643
1306066,623370
1563740,623370
2791937,623370
1563740,1306066
2791937,1306066
2791937,1563740
2736756,624094
4405210,624094
4405210,2736756
4498488,625888
2452721,627047
4816631,627047
4816631,2452721
1995848,628101
4085437,628101
4596334,628101
4085437,1995848
4596334,1995848
4596334,4085437
743111,628107
751988,628107
1289527,628107
1871769,628107
2936907,628107
3196887,628107
5228918,628107
751988,743111
1289527,743111
1871769,743111
2936907,743111
3196887,743111
5228918,743111
1289527,751988
1871769,751988
2936907,751988
3196887,751988
5228918,751988
1871769,1289527
2936907,1289527
3196887,1289527
5228918,1289527
2936907,1871769
3196887,1871769
5228918,1871769
3196887,2936907
5228918,2936907
5228918,3196887
1562454,629160
2086152,629160
2640126,629160
3426818,629160
3553709,629160
4124288,629160
5272624,629160
2086152,1562454
2640126,1562454
3426818,1562454
3553709,1562454
4124288,1562454
5272624,1562454
2640126,2086152
3426818,2086152
3553709,2086152
4124288,2086152
5272624,2086152
3426818,2640126
3553709,2640126
4124288,2640126
5272624,2640126
3553709,3426818
4124288,3426818
5272624,3426818
4124288,3553709
5272624,3553709
5272624,4124288
1425147,629204
2474090,629204
4073254,629204
2474090,1425147
4073254,1425147
4073254,2474090
1112844,631962
1773431,631962
3921351,631962
4529800,631962
1773431,1112844
3921351,1112844
4529800,1112844
3921351,1773431
4529800,1773431
4529800,3921351
1005172,634925
1551608,634925
2776773,634925
3008086,634925
4337711,634925
1551608,1005172
2776773,1005172
3008086,1005172
4337711,1005172
2776773,1551608
3008086,1551608
4337711,1551608
3008086,2776773
4337711,2776773
4337711,3008086
2143576,638582
2254712,638582
3361944,638582
3599168,638582
4153975,638582
4703096,638582
5228769,638582
2254712,2143576
3361944,2143576
3599168,2143576
4153975,2143576
4703096,2143576
5228769,2143576
3361944,2254712
3599168,2254712
4153975,2254712
4703096,2254712
5228769,2254712
3599168,3361944
4153975,3361944
4703096,3361944
5228769,3361944
4153975,3599168
4703096,3599168
5228769,3599168
4703096,4153975
5228769,4153975
5228769,4703096
780764,639872
843800,639872
1036954,639872
1089536,639872
1111552,639872
1137737,639872
1325774,639872
1440224,639872
1457622,639872
1806664,639872
2058170,639872
2247387,639872
2343996,639872
2988838,639872
3226800,639872
3846551,639872
